"Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c","c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","c2g__Transaction__r.c2g__SalesInvoice__c"
"a3h1o000000cd1uAAA","0.0","1058.3","a2l24000000U9xYAAS","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722201","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1vAAA","251.35","0.0","a2l24000000UA1fAAG","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63512","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1wAAA","0.0","251.35","a2l24000000U9xZAAS","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722202","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000ccn8AAA","1236.63","0.0","a2l24000000UA1SAAW","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63202","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccn9AAA","0.0","1236.63","a2l24000000U9xcAAC","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722205","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnAAAQ","293.7","0.0","a2l24000000UA1fAAG","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63512","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnBAAQ","0.0","293.7","a2l24000000U9xdAAC","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722206","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnCAAQ","697.25","0.0","a2l24000000UA1RAAW","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63201","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnDAAQ","0.0","697.25","a2l24000000U9xcAAC","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722205","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnEAAQ","165.6","0.0","a2l24000000UA1fAAG","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63512","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnFAAQ","0.0","165.6","a2l24000000U9xdAAC","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722206","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnGAAQ","904.61","0.0","a2l24000000UA1TAAW","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63203","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnHAAQ","0.0","904.61","a2l24000000U9xYAAS","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722201","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnIAAQ","214.84","0.0","a2l24000000UA1fAAG","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","63512","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000ccnJAAQ","0.0","214.84","a2l24000000U9xZAAS","2018-01-25T17:00:03.000Z","ACRESC. VENC JAN","2722202","a3i1o000000c2OnAAI","2017-01-31","Célia Pedro","ACRESC. VENC JAN","JNL121160","","","001",""
"a3h1o000000cd4BAAQ","3100.42","0.0","a2l24000000UA1SAAW","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63202","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4CAAQ","0.0","3100.42","a2l24000000U9xcAAC","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722205","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4DAAQ","736.35","0.0","a2l24000000UA1fAAG","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63512","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4EAAQ","0.0","736.35","a2l24000000U9xdAAC","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722206","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4FAAQ","2750.42","0.0","a2l24000000UA1RAAW","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63201","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4GAAQ","0.0","2750.42","a2l24000000U9xcAAC","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722205","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4HAAQ","653.22","0.0","a2l24000000UA1fAAG","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63512","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4IAAQ","0.0","653.22","a2l24000000U9xdAAC","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722206","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4JAAQ","1383.02","0.0","a2l24000000UA1TAAW","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63203","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4KAAQ","0.0","1383.02","a2l24000000U9xYAAS","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722201","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4LAAQ","328.47","0.0","a2l24000000UA1fAAG","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","63512","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd4MAAQ","0.0","328.47","a2l24000000U9xZAAS","2018-01-25T18:41:11.000Z","ACRESC. VENC SET","2722202","a3i1o000000c2URAAY","2017-09-30","Célia Pedro","ACRESC. VENC SET","JNL121170","","","009",""
"a3h1o000000cd6CAAQ","4683.94","0.0","a2l24000000UA1SAAW","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63202","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6DAAQ","0.0","4683.94","a2l24000000U9xcAAC","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722205","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6EAAQ","1112.44","0.0","a2l24000000UA1fAAG","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63512","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6FAAQ","0.0","1112.44","a2l24000000U9xdAAC","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722206","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6GAAQ","4333.94","0.0","a2l24000000UA1RAAW","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63201","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6HAAQ","0.0","4333.94","a2l24000000U9xcAAC","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722205","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6IAAQ","1029.31","0.0","a2l24000000UA1fAAG","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63512","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6JAAQ","0.0","1029.31","a2l24000000U9xdAAC","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722206","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6KAAQ","1694.07","0.0","a2l24000000UA1TAAW","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63203","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6LAAQ","0.0","1694.07","a2l24000000U9xYAAS","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722201","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6MAAQ","402.34","0.0","a2l24000000UA1fAAG","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","63512","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
"a3h1o000000cd6NAAQ","0.0","402.34","a2l24000000U9xZAAS","2018-01-25T18:51:00.000Z","ACRESC. VENC DEZ","2722202","a3i1o000000c2VFAAY","2017-12-31","Célia Pedro","ACRESC. VENC DEZ","JNL121173","","","012",""
